,location,size,total_sqft,bath,balcony,price
12740,Babusapalaya,2 BHK,1245.0,2.0,2.0,58.0
12741,Vasanth nagar,4 BHK,4750.0,6.0,1.0,948.0
12742,Nagarbhavi,4 Bedroom,1800.0,3.0,0.0,180.0
12743,Brookefield,3 BHK,1594.0,3.0,2.0,140.0
12744,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0
12745,Chandapura,1 BHK,645.0,1.0,1.0,16.45
12746,Kanakpura Road,2 BHK,700.0,2.0,2.0,36.0
12747,Rajaji Nagar,5 Bedroom,2500.0,4.0,0.0,650.0
12748,Raja Rajeshwari Nagar,2 BHK,1000.0,2.0,0.0,50.0
12749,Whitefield,6 Bedroom,4000.0,5.0,1.0,540.0
12750,Begur Road,2 BHK,1160.0,2.0,2.0,42.0
12751,Uday Nagar,6 Bedroom,1200.0,6.0,0.0,85.0
12752,OMBR Layout,5 Bedroom,600.0,3.0,0.0,140.0
12753,Gopalkrishna Nagar,3 BHK,1570.0,2.0,2.0,95.0
12754,Sarjapur  Road,2 BHK,1290.0,2.0,2.0,88.0
12755,Kudlu Gate,2 BHK,1200.0,2.0,1.0,44.4
12756,Langford Gardens,3 BHK,2777.29,5.0,2.0,649.0
12757,Shanti Nagar,3 BHK,2250.0,3.0,0.0,180.0
12758,Defence Colony,2 BHK,1270.0,2.0,0.0,172.0
12759,Akshayanagara East,2 BHK,1145.0,2.0,2.0,44.0
12760,Chikkabanavar,3 BHK,1320.0,2.0,2.0,46.0
12761,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,30.75
12762,Whitefield,3 BHK,1650.0,3.0,2.0,48.0
12763,Sarjapur  Road,2 BHK,1371.0,2.0,1.0,86.0
12764,Doddanakunte,5 Bedroom,2700.0,5.0,2.0,150.0
12765,Electronic City,3 BHK,1575.0,3.0,1.0,94.5
12766,Yelahanka,2 BHK,1362.0,2.0,2.0,66.0
12767,Bettahalsoor,5 Bedroom,3210.0,788.0,0.0,353.0
12768,Haralur Road,3 BHK,1255.0,3.0,1.0,90.0
12769,Whitefield,2 BHK,925.0,2.0,1.0,35.0
12770,Electronics City Phase 1,2 BHK,1088.0,2.0,1.0,30.46
12771,Yelahanka,2 BHK,1234.0,2.0,2.0,80.0
12772,Sarjapur  Road,3 BHK,2140.0,3.0,2.0,139.0
12773,Thubarahalli,3 BHK,1584.0,3.0,2.0,101.0
12774,Whitefield,2 BHK,1175.0,2.0,2.0,50.0
12775,Sarjapura - Attibele Road,3 BHK,1555.0,3.0,3.0,52.0
12776,Chandapura,1 BHK,645.0,1.0,1.0,16.45
12777,Dodda Nekkundi,3 BHK,1585.0,2.0,2.0,79.0
12778,Kalena Agrahara,2 BHK,1354.0,2.0,2.0,71.0
12779,Madiwala,2 BHK,1165.0,2.0,2.0,45.0
12780,Kumaraswami Layout,3 Bedroom,1200.0,3.0,1.0,75.0
12781,Hebbal,3 BHK,1740.0,2.0,1.0,137.0
12782,Hebbal,9 Bedroom,1200.0,9.0,0.0,185.0
12783,Rachenahalli,2 BHK,985.0,2.0,1.0,50.17
12784,Chandapura,2 Bedroom,1200.0,2.0,1.0,36.0
12785,Kattigenahalli,3 Bedroom,600.0,4.0,2.0,70.0
12786,Duddanahalli,3 BHK,1340.0,2.0,2.0,47.0
12787,Begur Road,3 BHK,1583.0,3.0,1.0,95.23
12788,"Beml layout, Rajarajeshwari nagar",4 Bedroom,1200.0,5.0,0.0,325.0
12789,Basaveshwara Nagar,2 Bedroom,1200.0,1.0,1.0,180.0
12790,Bannerghatta Road,2 BHK,1115.0,2.0,0.0,61.74
12791,Thanisandra,3 BHK,1573.0,3.0,2.0,100.0
12792,CV Raman Nagar,2 BHK,1227.0,2.0,2.0,42.88
12793,Yemlur,2 BHK,1210.0,2.0,1.0,60.0
12794,Basavangudi,3 BHK,1650.0,3.0,3.0,125.0
12795,Chikkalasandra,5 Bedroom,1000.0,4.0,2.0,300.0
12796,Raja Rajeshwari Nagar,3 BHK,1485.0,2.0,2.0,63.0
12797,Haralur Road,3 BHK,1735.0,3.0,2.0,97.0
12798,Hebbal Kempapura,3 BHK,1730.0,3.0,2.0,175.0
12799,Sector 1 HSR Layout,3 BHK,1684.0,3.0,2.0,86.0
12800,Sai Gardens,3 BHK,1686.0,3.0,3.0,77.0
12801,Bikasipura,3 BHK,1654.0,3.0,3.0,82.0
12802,Green Glen Layout,3 BHK,1600.0,3.0,3.0,105.0
12803,KR Puram,2 BHK,1100.0,2.0,1.0,39.9
12804,Bannerghatta Road,3 BHK,1655.0,3.0,3.0,95.0
12805,Hennur,3 BHK,1830.0,3.0,3.0,121.0
12806,Hebbal,3 BHK,1430.0,3.0,1.0,85.0
12807,Judicial Layout,3 BHK,1989.0,4.0,3.0,155.0
12808,Sarjapur  Road,2 BHK,1044.0,2.0,2.0,55.0
12809,Banashankari,3 BHK,1426.0,3.0,2.0,85.0
12810,Choodasandra,2 BHK,1115.0,2.0,2.0,50.0
12811,Yelahanka,2 BHK,1000.0,2.0,1.0,29.0
12812,Kathriguppe,2 Bedroom,754.0,2.0,0.0,69.99
12813,Electronic City Phase II,2 BHK,1140.0,2.0,1.0,33.06
12814,Kodichikkanahalli,2 BHK,900.0,2.0,1.0,35.0
12815,Gulakamale,2 BHK,1200.0,2.0,3.0,50.0
12816,Malleshwaram,1 BHK,580.0,1.0,1.0,45.0
12817,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0
12818,Munnekollal,2 BHK,1030.0,2.0,1.0,50.36
12819,Koramangala,3 BHK,1910.0,4.0,3.0,150.0
12820,Mahalakshmi Puram,3 BHK,1950.0,3.0,3.0,132.0
12821,Kundalahalli,3 BHK,1724.0,3.0,1.0,125.0
12822,Konanakunte Cross,3 Bedroom,1200.0,2.0,2.0,130.0
12823,Rajaji Nagar,2 Bedroom,1314.0,2.0,0.0,225.0
12824,Kothanur,2 BHK,1400.0,2.0,2.0,65.0
12825,Kaggadasapura,3 BHK,1400.0,2.0,2.0,68.0
12826,Hulimavu,2 BHK,1115.0,2.0,2.0,44.6
12827,Bharathi Nagar,2 BHK,1300.0,2.0,2.0,55.86
12828,Arishinakunte,4 Bedroom,2400.0,4.0,1.0,150.0
12829,Kanakpura Road,2 BHK,1332.0,2.0,1.0,108.0
12830,Abbigere,2 BHK,1000.0,2.0,1.0,41.0
12831,Whitefield,3 Bedroom,1200.0,3.0,2.0,67.75
12832,Whitefield,4 BHK,2444.0,4.0,0.0,145.0
12833,Electronic City,2 BHK,1070.0,2.0,1.0,48.0
12834,Sarjapur  Road,3 BHK,1600.0,3.0,1.0,85.0
12835,Marathahalli,2 BHK,1196.0,2.0,2.0,57.95
12836,Electronic City,2 BHK,1025.0,2.0,1.0,54.0
12837,Choodasandra,3 BHK,1220.0,3.0,2.0,56.0
12838,Sarjapur  Road,3 BHK,2180.0,4.0,3.0,180.0
12839,Jakkasandra,3 BHK,1600.0,3.0,2.0,102.0
12840,Whitefield,2 BHK,1270.0,2.0,1.0,110.0
12841,Shanthala Nagar,3 BHK,3290.0,4.0,0.0,460.0
12842,Jakkur,3 BHK,1932.47,3.0,2.0,183.0
12843,Jalahalli,3 BHK,2086.0,3.0,2.0,160.0
12844,Old Madras Road,2 BHK,1165.0,2.0,1.0,51.42
12845,Marathahalli,3 BHK,1310.0,3.0,1.0,63.25
12846,Rajaji Nagar,2 BHK,1440.0,2.0,2.0,165.0
12847,Electronics City Phase 1,3 BHK,1900.0,3.0,2.0,85.0
12848,Chandapura,2 BHK,740.0,1.0,1.0,22.0
12849,Yeshwanthpur,3 BHK,2503.0,3.0,3.0,138.0
12850,5th Phase JP Nagar,2 BHK,1075.0,2.0,2.0,60.0
12851,Bellandur,2 BHK,1260.0,2.0,2.0,83.5
12852,Yelahanka,3 BHK,1282.0,2.0,1.0,48.72
12853,Tumkur Road,4 Bedroom,1100.0,2.0,1.0,60.0
12854,Green Glen Layout,3 BHK,1717.0,3.0,3.0,125.0
12855,Chellikere,2 BHK,1088.0,2.0,2.0,46.0
12856,Raja Rajeshwari Nagar,3 BHK,1335.0,2.0,1.0,56.0
12857,Vidyaranyapura,2 BHK,1200.0,2.0,1.0,42.0
12858,Garudachar Palya,3 BHK,1325.0,2.0,2.0,60.0
12859,JP Nagar,2 BHK,1157.0,2.0,1.0,73.0
12860,KR Puram,4 BHK,2204.0,788.0,0.0,121.0
12861,Sahakara Nagar,2 BHK,1200.0,2.0,1.0,54.0
12862,Pai Layout,3 BHK,1510.0,2.0,2.0,65.0
12863,Bommanahalli,2 BHK,1050.0,2.0,2.0,54.0
12864,Chikkadunnasandra,2 BHK,1200.0,2.0,2.0,45.0
12865,Binny Pete,3 BHK,1516.0,3.0,1.0,147.0
12866,Indira Nagar,6 Bedroom,2400.0,6.0,2.0,475.0
12867,Channasandra,2 BHK,1050.0,2.0,1.0,44.41
12868,Hegde Nagar,2 Bedroom,1000.0,2.0,0.0,66.0
12869,9th Phase JP Nagar,2 BHK,1050.0,2.0,2.0,35.0
12870,JP Nagar,4 Bedroom,600.0,5.0,0.0,110.0
12871,BEML Layout,2 BHK,1194.0,2.0,1.0,65.0
12872,Ananth Nagar,4 Bedroom,600.0,3.0,2.0,62.0
12873,Hormavu,2 BHK,1210.0,2.0,3.0,69.0
12874,Whitefield,3 BHK,1660.0,3.0,1.0,110.0
12875,Malleshwaram,2 BHK,1410.0,2.0,3.0,125.0
12876,Electronics City Phase 1,2 BHK,1305.0,2.0,1.0,67.0
12877,Kavika Layout,6 BHK,1800.0,6.0,2.0,101.0
12878,Bannerghatta Road,2 BHK,1206.0,2.0,3.0,53.0
12879,Kambipura,2 BHK,883.0,2.0,1.0,49.0
12880,Bannerghatta Road,2 BHK,1150.0,2.0,2.0,55.0
12881,Dinnur,2 BHK,1100.0,2.0,0.0,65.0
12882,Banashankari Stage II,2 BHK,1245.0,2.0,1.0,125.0
12883,Cooke Town,3 BHK,1850.0,3.0,3.0,110.0
12884,Hoodi,4 Bedroom,3385.0,4.0,1.0,220.0
12885,Sompura,4 BHK,2150.0,3.0,2.0,85.0
12886,Hebbal,3 BHK,3895.0,3.0,1.0,390.0
12887,Lingarajapuram,2 BHK,1035.0,2.0,2.0,55.0
12888,Nandini Layout,2 BHK,600.0,3.0,2.0,72.0
12889,Zuzuvadi,3 BHK,1200.0,3.0,3.0,75.0
12890,Hennur Road,2 BHK,1155.0,2.0,1.0,69.18
12891,BCC Layout,7 Bedroom,1200.0,6.0,2.0,235.0
12892,Electronics City Phase 1,1 BHK,755.0,1.0,0.0,30.12
12893,Ramamurthy Nagar,2 BHK,960.0,2.0,2.0,35.0
12894,Harsha Layout,1 BHK,450.0,1.0,1.0,20.0
12895,Infantry Road,5 BHK,4000.0,5.0,0.0,680.0
12896,Raja Rajeshwari Nagar,3 BHK,1571.0,3.0,3.0,53.12
12897,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,119.0
12898,Kanakapura,3 BHK,1489.0,2.0,1.0,70.0
12899,Kengeri Satellite Town,2 BHK,800.0,2.0,1.0,32.0
12900,Jalahalli,3 BHK,980.0,2.0,2.0,60.0
12901,Bannerghatta Road,2 BHK,1215.0,2.0,1.0,65.0
12902,Electronic City Phase II,2 BHK,911.0,2.0,1.0,26.5
12903,Bellandur,3 BHK,1535.0,3.0,0.0,90.0
12904,5th Block Hbr Layout,5 Bedroom,1200.0,5.0,0.0,205.0
12905,R.T. Nagar,3 BHK,1500.0,2.0,1.0,70.0
12906,Brookefield,2 BHK,1588.0,2.0,3.0,58.0
12907,Horamavu Banaswadi,4 Bedroom,675.0,4.0,2.0,68.0
12908,Kannamangala,2 BHK,957.0,2.0,2.0,56.0
12909,Electronic City Phase II,2 BHK,1200.0,2.0,1.0,34.65
12910,Kanakapura main  Road,3 BHK,1495.0,2.0,2.0,52.33
12911,Bisuvanahalli,2 BHK,845.0,2.0,0.0,34.0
12912,Padmanabhanagar,4 BHK,3000.0,4.0,2.0,350.0
12913,Sarjapur  Road,3 BHK,2206.0,4.0,1.0,180.0
12914,Kasavanhalli,2 BHK,1181.0,2.0,1.0,61.0
12915,Sarjapur  Road,2 BHK,1309.0,2.0,3.0,69.5
12916,Horamavu Agara,3 Bedroom,1400.0,3.0,3.0,63.0
12917,B Channasandra,5 Bedroom,1650.0,5.0,1.0,450.0
12918,Kanakpura Road,3 BHK,1622.0,3.0,0.0,95.0
12919,CV Raman Nagar,2 BHK,1225.0,2.0,2.0,48.0
12920,Jakkur Plantation,3 BHK,1719.0,3.0,3.0,95.0
12921,Abbigere,2 BHK,995.0,2.0,1.0,40.8
12922,Mahadevpura,2 BHK,1120.0,2.0,2.0,53.0
12923,Bellandur,2 BHK,1047.0,2.0,1.0,75.0
12924,Devanahalli,3 BHK,1466.0,3.0,3.0,59.96
12925,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,100.0
12926,Chandapura,2 BHK,876.0,2.0,2.0,28.47
12927,CV Raman Nagar,3 BHK,1659.0,3.0,1.0,135.0
12928,Whitefield,2 BHK,1270.0,2.0,1.0,105.0
12929,8th Phase JP Nagar,3 BHK,1269.0,2.0,3.0,50.75
12930,Kammanahalli,2 BHK,1200.0,3.0,2.0,80.0
12931,Budigere,2 BHK,1153.0,2.0,2.0,56.5
12932,Whitefield,2 BHK,1315.0,2.0,2.0,69.5
12933,Hebbal Kempapura,4 Bedroom,2485.0,4.0,2.0,198.0
12934,Tumkur Road,3 BHK,1354.0,3.0,1.0,85.86
12935,Whitefield,4 Bedroom,1344.0,3.0,1.0,130.0
12936,Yelahanka,2 BHK,1180.0,2.0,1.0,55.0
12937,Jalahalli,2 BHK,1313.0,2.0,2.0,68.0
12938,Nehru Nagar,2 BHK,1100.0,2.0,2.0,50.0
12939,Nagarbhavi,4 Bedroom,600.0,4.0,1.0,78.0
12940,Basaveshwara Nagar,3 Bedroom,1200.0,3.0,0.0,190.0
12941,Srinagar,6 Bedroom,625.0,3.0,3.0,78.0
12942,Vishwapriya Layout,2 BHK,890.0,2.0,3.0,37.0
12943,Whitefield,2 BHK,1173.0,2.0,1.0,78.2
12944,Reliaable Tranquil Layout,2 BHK,1190.0,2.0,1.0,55.0
12945,Green Glen Layout,2 BHK,1250.0,2.0,0.0,75.0
12946,Hoodi,3 BHK,1644.0,3.0,3.0,80.51
12947,Yelahanka New Town,3 Bedroom,1740.0,3.0,2.0,150.0
12948,Jakkur,3 BHK,1710.0,3.0,2.0,110.0
12949,5th Phase JP Nagar,4 Bedroom,1000.0,4.0,2.0,130.0
12950,Hebbal,3 BHK,1662.0,3.0,2.0,155.0
12951,Virupakshapura,2 BHK,1162.0,2.0,1.0,48.0
12952,Whitefield,2 BHK,1362.0,2.0,3.0,85.0
12953,Bhagyalakshmi Avenue,1 BHK,540.0,1.0,1.0,22.5
12954,Thanisandra,3 BHK,1437.0,3.0,0.0,75.885
12955,Masjid e Alkareem,5 Bedroom,900.0,4.0,1.0,62.0
12956,Sarjapur  Road,4 Bedroom,1250.0,4.0,0.0,135.0
12957,Begur Road,3 BHK,1410.0,2.0,3.0,54.99
12958,Chikka Tirupathi,4 Bedroom,2665.0,5.0,3.0,125.0
12959,Singapura Village,2 BHK,970.0,2.0,0.0,45.0
12960,Kavika Layout,6 BHK,1799.0,6.0,3.0,101.0
12961,8th Block Jayanagar,6 Bedroom,1500.0,6.0,1.0,300.0
12962,Uttarahalli,4 Bedroom,1200.0,4.0,3.0,155.0
12963,Haralur Road,3 BHK,1810.0,3.0,2.0,97.83
12964,Sathya Layout,2 BHK,1084.0,2.0,1.0,51.0
12965,Doddabanahalli,3 BHK,1500.0,3.0,2.0,85.0
12966,Uttarahalli,3 BHK,1328.0,2.0,1.0,56.0
12967,Marathahalli,3 BHK,1485.0,2.0,2.0,90.0
12968,Pai Layout,3 BHK,1500.0,2.0,2.0,58.0
12969,R.T. Nagar,2 BHK,1100.0,2.0,2.0,85.0
12970,Seetharampalya,3 BHK,1360.0,2.0,2.0,73.0
12971,1st Phase JP Nagar,2 BHK,900.0,2.0,1.0,75.0
12972,SMV layout,3 Bedroom,600.0,3.0,3.0,86.0
12973,Electronic City Phase II,2 BHK,1031.0,2.0,1.0,54.48
12974,Whitefield,2 BHK,850.0,2.0,0.0,38.19
12975,Uttarahalli,2 BHK,1040.0,2.0,2.0,36.4
12976,KR Puram,7 Bedroom,2800.0,6.0,1.0,110.0
12977,Kothannur,3 BHK,1404.0,2.0,1.0,56.15
12978,Haralur Road,2 BHK,1200.0,2.0,2.0,46.0
12979,Yelahanka,2 BHK,1267.0,3.0,1.0,78.0
12980,Bannerghatta Road,3 BHK,1510.0,2.0,3.0,110.0
12981,Kanakpura Road,2 BHK,900.0,2.0,1.0,42.0
12982,Whitefield,3 BHK,1457.0,2.0,2.0,105.0
12983,Iblur Village,4 BHK,3596.0,4.0,2.0,268.0
12984,8th Phase JP Nagar,3 BHK,1408.0,3.0,2.0,80.0
12985,Dodda Nekkundi,2 BHK,1005.0,2.0,2.0,45.0
12986,Dodsworth Layout,6 Bedroom,30400.0,4.0,2.0,1824.0
12987,Electronic City Phase II,2 BHK,545.0,1.0,1.0,28.0
12988,"Sarjapur Road, ",2 BHK,1182.0,2.0,1.0,64.0
12989,Talaghattapura,3 BHK,1804.0,3.0,0.0,122.0
12990,Sarjapur  Road,2 BHK,1367.0,2.0,0.0,80.0
12991,BTM 1st Stage,5 Bedroom,1200.0,4.0,2.0,200.0
12992,Judicial Layout,5 BHK,1100.0,4.0,3.0,199.0
12993,Sarjapur  Road,3 BHK,1565.0,3.0,2.0,78.0
12994,Whitefield,3 BHK,1720.0,3.0,2.0,128.0
12995,Doddathoguru,2 BHK,1107.0,2.0,3.0,44.0
12996,Yelahanka,2 BHK,1360.0,2.0,1.0,78.19
12997,Anekal,2 BHK,625.0,1.0,1.0,25.0
12998,Jalahalli,2 BHK,1701.0,2.0,2.0,145.0
12999,Agrahara Dasarahalli,3 Bedroom,1350.0,1.0,0.0,120.0
13000,Hosa Road,2 BHK,1016.0,2.0,1.0,39.95
13001,KEB Colony,3 BHK,1500.0,3.0,1.0,90.0
13002,Akshaya Nagar,2 BHK,900.0,2.0,1.0,45.0
13003,Sanjay nagar,3 BHK,1500.0,3.0,1.0,150.0
13004,Chikku Lakshmaiah Layout,3 BHK,2292.0,2.0,1.0,285.0
13005,Kereguddadahalli,3 BHK,1280.0,3.0,1.0,42.0
13006,Sri Balaji Krupa Layout,4 Bedroom,1750.0,4.0,2.0,263.0
13007,Electronic City,3 BHK,1500.0,2.0,1.0,70.0
13008,Electronic City,3 BHK,1500.0,2.0,1.0,64.5
13009,Gottigere,2 BHK,1245.0,2.0,2.0,59.0
13010,Yelahanka,2 BHK,1025.0,2.0,1.0,44.0
13011,Hennur Gardens,3 BHK,1945.0,3.0,2.0,135.0
13012,Rajaji Nagar,3 BHK,1640.0,3.0,3.0,245.0
13013,Hegde Nagar,3 BHK,1348.0,2.0,2.0,80.5
13014,Tindlu,2 BHK,1100.0,2.0,2.0,55.0
13015,Kammasandra,3 BHK,1616.0,3.0,3.0,40.0
13016,Yeshwanthpur,3 BHK,1855.0,3.0,3.0,135.0
13017,Hennur,2 BHK,1255.0,2.0,2.0,56.5
13018,HAL 2nd Stage,5 Bedroom,2040.0,4.0,1.0,500.0
13019,5th Phase JP Nagar,4 Bedroom,2400.0,4.0,1.0,228.0
13020,Kothanur,2 BHK,1195.0,2.0,2.0,59.0
13021,Bannerghatta Road,2 BHK,1022.0,2.0,1.0,35.0
13022,Hegde Nagar,6 Bedroom,760.0,6.0,0.0,98.0
13023,Dodda Nekkundi,2 BHK,1264.0,2.0,0.0,52.0
13024,Chamrajpet,3 BHK,1650.0,3.0,2.0,115.0
13025,Abbigere,2 BHK,1020.0,2.0,1.0,40.8
13026,Sarjapur  Road,4 BHK,4395.0,4.0,2.0,242.0
13027,Bommasandra,2 BHK,950.0,2.0,1.0,25.0
13028,Shantiniketan Layout,4 BHK,2710.0,5.0,3.0,142.0
13029,Hennur Road,3 BHK,1936.0,3.0,1.0,131.0
13030,Ramanashree Enclave,2 BHK,1075.0,2.0,2.0,58.0
13031,Hosur Road,2 BHK,1223.0,2.0,1.0,93.0
13032,Whitefield,3 Bedroom,1500.0,3.0,1.0,61.9
13033,Hennur,2 BHK,1050.0,2.0,2.0,42.73
13034,7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,190.0
13035,2nd Stage Nagarbhavi,5 Bedroom,1200.0,4.0,2.0,240.0
13036,Uttarahalli,3 Bedroom,1650.0,2.0,1.0,130.0
13037,Whitefield,2 BHK,1495.0,2.0,1.0,78.0
13038,JP Nagar,3 BHK,1500.0,2.0,3.0,82.0
13039,Koramangala,3 BHK,1605.0,3.0,2.0,260.0
13040,Whitefield,2 BHK,1270.0,2.0,2.0,52.0
13041,Kumaraswami Layout,2 BHK,1081.0,2.0,3.0,60.0
13042,Koramangala,3 BHK,1600.0,2.0,0.0,140.0
13043,Kanakpura Road,3 BHK,1596.0,3.0,1.0,118.0
13044,Vasanthpura,6 Bedroom,600.0,6.0,2.0,65.0
13045,Horamavu Agara,3 BHK,1557.0,3.0,1.0,70.0
13046,Devi Nagar,3 BHK,1410.0,3.0,3.0,68.0
13047,Sarjapur  Road,3 BHK,1984.0,4.0,1.0,148.0
13048,Kadugodi,2 BHK,1196.0,2.0,3.0,60.0
13049,Thanisandra,4 BHK,2259.0,3.0,2.0,112.0
13050,Kenchenahalli,3 BHK,1720.0,3.0,0.0,100.0
13051,8th Phase JP Nagar,4 Bedroom,600.0,5.0,2.0,99.0
13052,Nagaraja Garden,2 BHK,1256.0,2.0,1.0,62.8
13053,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0
13054,Electronic City Phase II,3 BHK,1310.0,2.0,1.0,37.83
13055,7th Phase JP Nagar,2 BHK,1140.0,2.0,1.0,57.0
13056,Cooke Town,3 BHK,1600.0,3.0,2.0,260.0
13057,Kothanur,3 BHK,1790.0,3.0,2.0,120.0
13058,Harlur,2 BHK,1200.0,2.0,0.0,72.76
13059,Nehru Nagar,3 BHK,1674.0,3.0,0.0,81.0
13060,CV Raman Nagar,5 Bedroom,1200.0,2.0,1.0,100.0
13061,Kenchenhalli,3 BHK,1786.0,3.0,2.0,79.99
13062,Vidyaranyapura,4 Bedroom,770.0,3.0,2.0,65.25
13063,Sarjapur  Road,2 BHK,1035.0,2.0,1.0,47.0
13064,Whitefield,3 BHK,1564.0,3.0,1.0,103.0
13065,Margondanahalli,2 BHK,1334.0,2.0,1.0,67.76
13066,Defence Colony,10 Bedroom,7150.0,13.0,0.0,3600.0
13067,Bommasandra,3 BHK,1365.0,3.0,1.0,53.96
13068,Choodasandra,2 BHK,1115.0,2.0,1.0,50.0
13069,Jalahalli East,2 BHK,1020.0,2.0,1.0,42.48
13070,BCMC Layout,3 BHK,1369.0,2.0,3.0,72.0
13071,Whitefield,2 BHK,1240.0,2.0,2.0,41.0
13072,Nagarbhavi,4 Bedroom,600.0,3.0,2.0,100.0
13073,Gollahalli,2 BHK,1418.0,2.0,1.0,62.0
13074,Hebbal,3 BHK,2250.0,3.0,0.0,219.0
13075,Shivaji Nagar,2 BHK,500.0,1.0,1.0,20.0
13076,KR Puram,2 BHK,1020.0,2.0,2.0,39.0
13077,Yelahanka New Town,2 BHK,1290.0,2.0,2.0,70.0
13078,Attibele,3 Bedroom,1500.0,3.0,2.0,90.0
13079,Billekahalli,3 BHK,1290.0,3.0,3.0,62.0
13080,Jalahalli,3 BHK,1881.0,3.0,2.0,115.0
13081,Jigani,2 BHK,943.0,2.0,2.0,49.5
13082,Electronic City,2 BHK,1140.0,2.0,1.0,32.93
13083,Nayandanahalli,2 BHK,1035.0,2.0,2.0,60.0
13084,Whitefield,3 Bedroom,1500.0,3.0,1.0,71.0
13085,Sindhi Colony,5 BHK,5665.84,7.0,0.0,988.0
13086,Nanjappa Layout,2 BHK,1232.0,2.0,1.0,94.28
13087,Uttarahalli,3 BHK,1290.0,2.0,2.0,56.12
13088,Malleshwaram,4 BHK,2610.0,4.0,2.0,306.0
13089,Anandapura,3 BHK,1576.0,3.0,2.0,58.7
13090,Chinnapanahalli,2 BHK,980.0,2.0,1.0,41.0
13091,Hebbal,4 BHK,4000.0,6.0,1.0,440.0
13092,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74.03
13093,Hoodi,2 BHK,1181.0,2.0,2.0,55.0
13094,Sathya Sai Layout,4 BHK,6652.0,6.0,1.0,660.0
13095,Maragondanahalli,2 BHK,1307.0,2.0,2.0,59.0
13096,Roopena Agrahara,3 BHK,1215.0,2.0,2.0,49.86
13097,Sanjay nagar,2 BHK,1180.0,2.0,3.0,80.0
13098,Amruthahalli,1 Bedroom,600.0,1.0,1.0,55.0
13099,Sarjapur  Road,2 BHK,1115.0,2.0,2.0,50.0
13100,Kanakapur main road,2 BHK,1025.0,2.0,2.0,43.04
13101,Ramagondanahalli,3 BHK,1910.0,3.0,2.0,131.0
13102,Gottigere,2 BHK,1200.0,2.0,2.0,50.0
13103,Church Street,4 BHK,2920.0,4.0,3.0,536.0
13104,Hebbal,2 BHK,1349.0,2.0,1.0,98.0
13105,Electronics City Phase 1,2 BHK,1175.0,2.0,1.0,60.0
13106,2nd Phase Judicial Layout,2 BHK,1150.0,2.0,1.0,40.25
13107,Old Madras Road,2 BHK,935.0,2.0,1.0,32.72
13108,Whitefield,3 BHK,1404.0,2.0,2.0,59.0
13109,BCC Layout,4 Bedroom,2700.0,3.0,2.0,230.0
13110,HSR Layout,2 BHK,1203.0,2.0,2.0,60.0
13111,Nagavara,3 Bedroom,440.0,3.0,1.0,35.0
13112,Somasundara Palya,3 BHK,1571.0,3.0,3.0,63.0
13113,Mariyannapalya,2 BHK,1125.0,2.0,2.0,46.0
13114,Kammasandra,1 BHK,610.0,1.0,1.0,18.5
13115,Ambalipura,2 BHK,1198.0,2.0,2.0,80.0
13116,Chandapura,3 Bedroom,1200.0,3.0,2.0,65.0
13117,Nobo Nagar,2 BHK,1200.0,2.0,2.0,45.0
13118,Sathya Sai Layout,4 Bedroom,6688.0,6.0,1.0,700.0
13119,Crimson Layout,3 BHK,1830.0,3.0,2.0,95.0
13120,Kudlu Gate,3 BHK,1432.0,2.0,2.0,61.11
13121,Somasundara Palya,3 BHK,2300.0,2.0,0.0,70.0
13122,9th Phase JP Nagar,2 BHK,1331.95,2.0,2.0,69.0
13123,Yeshwanthpur,3 BHK,1876.0,3.0,3.0,160.0
13124,Whitefield,3 BHK,1639.0,3.0,2.0,107.0
13125,Akshaya Nagar,4 Bedroom,1200.0,4.0,2.0,125.0
13126,Kanakpura Road,3 BHK,1665.0,3.0,2.0,74.9
13127,Kogilu,2 BHK,1140.0,2.0,2.0,50.66
13128,Electronic City,4 BHK,2093.0,4.0,2.0,134.0
13129,Kanakpura Road,3 BHK,1450.0,3.0,3.0,60.9
13130,TC Palaya,3 BHK,1330.0,3.0,3.0,46.56
13131,1st Block Koramangala,4 Bedroom,1200.0,5.0,1.0,350.0
13132,Talaghattapura,3 Bedroom,1800.0,3.0,1.0,84.0
13133,"Thanisandra Main Road, ",4 BHK,2872.0,4.0,3.0,183.0
13134,Kumarapalli,3 BHK,1486.0,2.0,2.0,65.0
13135,Chikkalasandra,3 BHK,1425.0,1.0,0.0,54.0
13136,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,2.0,42.54
13137,Electronic City,2 BHK,750.0,2.0,1.0,19.5
13138,Nagarbhavi,2 BHK,1225.0,2.0,3.0,58.0
13139,Badavala Nagar,2 BHK,1274.0,2.0,1.0,90.0
13140,Medahalli,9 BHK,4600.0,9.0,0.0,150.0
13141,Kathriguppe,3 BHK,1350.0,3.0,2.0,80.99
13142,Mallathahalli,2 BHK,1100.0,2.0,2.0,64.08
